RespId,Weight,Age,Education,Race,Gender,Income_cat,Voter_category,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q5,Q6,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q9_1,Q9_2,Q9_3,Q9_4,Q10_1,Q10_2,Q10_3,Q10_4,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q12,Q13,Q14,Q15_1,Q15_2,Q15_3,Q15_4,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q16_9,Q16_10,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q17_10,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q26_7,Q26_8,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,Q29_6,Q29_7,Q29_8,Q29_9,Q29_10
472531,1.0695,63,High school or less,White,Male,$125k or more,always,1,1,1,1,1,1,1,1,2,2,3,4,2,1,2,2,2,2,2,4,2,2,1,2,1,1,3,1,2,2,2,3,1,2,1,4,4,4,2,2,2,2,2,2,2,2,2,2,1,5,1,1,1,4,4,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,3,1,1,2,1,2,1,2,1,1,1,1,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
472532,0.9006,75,College,White,Male,$40-75k,Never,1,1,2,2,1,2,1,2,1,2,3,3,1,1,2,2,2,3,2,1,3,1,1,2,2,2,2,3,2,2,2,4,2,3,1,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,3,2,2,2,2,2,2,2,1,2,2,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,1,-1,1,2,2,1,1,2,2,2,2,2,1,0,1,1,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
472533,0.2836,71,College,Hispanic,Male,$75-125k,sporadic,1,1,1,3,1,1,1,2,2,1,1,1,4,3,1,1,1,1,1,2,2,4,1,3,1,4,3,3,3,2,2,2,3,4,2,2,4,4,2,2,2,2,2,2,2,2,2,2,5,1,3,2,2,2,4,2,2,2,2,2,2,2,2,2,2,-1,1,1,1,1,1,1,-1,-1,-1,1,1,-1,2,2,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
472534,0.9445,29,College,White,Female,$40-75k,Never,2,3,2,3,3,2,2,2,3,2,2,2,3,2,2,3,1,3,3,3,4,1,1,3,1,2,2,2,1,3,1,3,2,1,2,1,3,3,2,2,2,2,2,2,2,2,2,2,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,3,1,4,2,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
472536,0.8044,75,College,White,Male,$125k or more,always,1,2,2,3,1,2,1,2,1,3,2,2,3,4,3,2,2,2,2,2,3,4,1,2,1,3,2,1,1,1,1,2,3,2,2,3,4,4,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,1,3,2,2,2,2,2,2,2,2,2,2,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,-1,2,1,2,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
472537,1.4453,54,College,White,Female,$75-125k,Never,2,2,2,3,1,1,2,1,4,4,3,3,2,1,3,3,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,3,1,2,1,2,3,4,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,3,-1,3,3,3,1,2,2,2,2,2,2,1,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
472538,0.9855,67,College,White,Male,$75-125k,sporadic,1,2,2,3,1,2,1,1,4,2,1,2,2,3,1,2,2,1,2,3,2,2,1,3,1,4,3,2,2,2,2,2,2,1,1,2,3,3,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,1,-1,2,3,2,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
472539,1.4512,26,High school or less,Mixed,Male,Less than $40k,Never,2,2,4,2,1,2,1,1,3,2,2,4,2,1,1,3,4,4,4,4,4,4,2,4,1,2,3,2,2,2,2,3,1,2,1,2,4,2,1,2,1,2,2,2,2,2,1,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,1,1,-1,-1,1,-1,1,-1,-1,2,2,4,3,4,4,4,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,1,1,0,0,0
472540,1.0067,66,High school or less,White,Female,$40-75k,sporadic,1,1,1,1,1,1,1,1,2,1,1,1,3,1,4,1,1,1,2,1,3,4,1,2,1,4,2,2,1,2,2,2,2,1,1,3,4,4,2,2,2,2,2,2,2,2,2,2,5,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,1,1,1,-1,1,1,1,-1,-1,-1,1,1,-1,2,3,1,1,2,2,2,2,2,2,1,1,0,1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
472541,0.9488,74,High school or less,White,Male,$40-75k,sporadic,1,2,2,2,1,1,1,2,2,3,1,4,1,1,3,2,2,3,4,3,3,1,1,2,2,1,3,3,3,2,2,3,2,4,3,3,2,4,1,2,2,2,2,2,2,2,2,2,1,4,1,1,2,3,3,2,2,2,2,2,2,2,2,2,2,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,1,-1,1,3,2,1,1,1,2,1,1,1,1,0,0,1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
472542,0.7083,61,College,White,Male,$75-125k,sporadic,2,2,2,3,2,3,2,1,3,2,3,3,2,1,2,2,1,2,3,3,2,1,2,2,2,2,4,2,2,3,2,-1,1,2,1,2,3,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,-1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,3,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
472543,0.9252,49,College,Mixed,Male,$125k or more,sporadic,1,1,2,3,1,4,2,1,4,2,1,3,3,1,2,2,2,3,3,3,3,3,1,2,1,4,2,2,2,2,3,3,2,2,1,4,4,4,2,2,2,2,2,2,2,2,2,2,5,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,-1,1,1,-1,2,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
472544,1.1216,52,High school or less,White,Female,$40-75k,Never,1,2,1,1,1,1,1,1,1,4,4,4,4,1,3,4,1,1,1,4,4,1,1,2,1,1,2,1,1,1,1,4,1,2,1,4,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,4,2,2,2,2,2,2,2,2,2,2,2,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,3,1,1,2,2,2,2,2,2,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
472545,1.0067,68,High school or less,White,Female,$40-75k,always,1,2,2,3,1,3,1,1,4,2,1,3,4,2,3,1,1,1,2,2,2,2,1,3,1,4,1,1,1,1,1,2,2,1,1,1,3,3,2,1,1,2,2,2,2,2,2,2,5,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,-1,1,1,1,1,-1,1,-1,-1,-1,1,1,-1,2,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
472546,0.6502,65,High school or less,Black,Male,$75-125k,sporadic,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,2,3,1,1,3,1,2,2,2,2,2,1,2,2,2,1,3,4,4,2,2,2,2,2,2,2,2,2,2,5,1,4,4,4,1,1,2,1,2,1,2,2,1,2,1,2,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,2,2,2,1,1,1,1,2,2,2,0,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
472547,1.3041,57,College,White,Female,$125k or more,always,1,1,2,1,1,1,1,1,1,2,3,4,3,1,2,2,2,3,2,4,2,4,2,3,1,2,4,2,2,3,2,4,1,2,1,2,3,3,2,2,2,2,2,2,2,2,2,2,2,5,1,1,3,4,3,2,2,2,2,2,2,2,2,2,2,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
472548,1.0844,54,College,White,Male,$125k or more,sporadic,1,1,2,4,1,4,2,1,4,1,1,1,4,3,3,2,3,2,2,2,2,3,1,2,1,2,3,2,2,2,2,2,2,2,1,1,4,4,2,2,2,2,2,2,1,2,2,2,5,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,-1,1,1,-1,2,2,1,1,1,1,1,1,1,2,1,0,1,0,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
472549,0.4447,60,College,Hispanic,Male,$40-75k,sporadic,1,2,2,3,1,1,2,1,1,2,2,2,3,2,2,1,2,2,2,2,2,1,1,3,1,3,2,2,2,1,2,2,2,1,1,3,1,4,2,1,2,2,1,2,1,1,1,2,3,1,3,1,1,1,2,2,2,2,2,2,2,2,1,2,2,-1,1,1,-1,-1,-1,1,-1,-1,-1,1,1,-1,2,3,2,1,2,1,2,1,2,1,1,0,0,0,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
472550,0.7793,56,College,White,Male,$40-75k,sporadic,1,2,1,2,1,1,1,1,3,1,2,2,3,3,2,2,2,3,4,3,4,4,1,3,2,4,4,2,2,3,2,2,2,2,1,3,4,4,1,1,1,2,2,2,2,2,2,2,5,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,2,3,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
472551,0.701,55,College,Mixed,Male,$75-125k,sporadic,1,1,3,2,1,1,1,2,1,3,2,4,1,1,2,3,4,4,4,4,4,4,1,4,1,2,4,4,3,2,3,4,2,2,1,4,3,4,2,2,2,2,2,2,2,2,2,2,1,5,1,1,2,3,4,2,2,2,2,2,2,2,2,2,2,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
472552,0.7184,29,College,White,Male,Less than $40k,sporadic,2,2,3,4,2,4,3,2,4,2,1,1,4,2,1,1,3,2,2,3,3,3,1,3,1,3,3,2,2,2,2,3,3,2,1,2,4,4,2,2,2,2,2,2,1,1,2,2,5,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,2,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
472554,1.169,40,High school or less,Black,Male,$40-75k,Never,1,2,2,1,1,1,1,1,2,3,1,2,2,2,2,2,2,2,2,3,3,3,1,3,1,3,2,2,2,3,2,4,3,3,2,2,4,3,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,1,-1,3,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
472555,0.9412,47,College,Mixed,Male,$125k or more,Never,1,1,2,2,1,2,1,3,1,2,4,4,2,2,2,3,2,2,2,2,1,2,1,3,1,4,3,2,3,3,2,2,2,2,2,4,2,4,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,1,-1,2,1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
472556,0.828,55,High school or less,Hispanic,Male,$75-125k,Never,4,1,3,1,2,1,1,1,1,3,1,4,1,1,1,4,1,1,2,3,4,2,2,4,1,4,4,2,2,4,4,3,2,1,2,2,1,3,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,3,3,2,2,2,2,2,2,1,1,2,2,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2,2,2,3,4,4,4,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,0,0,0,0,1,0
472559,1.284,43,High school or less,White,Female,Less than $40k,Never,1,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,3,4,4,3,4,4,1,4,1,2,4,3,2,4,2,4,2,2,2,3,3,3,2,2,1,2,2,2,2,2,2,2,1,3,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,1,-1,-1,-1,-1,-1,1,-1,-1,-1,2,2,2,1,3,2,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
472560,0.9264,86,College,White,Male,$125k or more,sporadic,1,1,1,1,1,1,1,2,1,3,3,3,3,2,2,2,2,3,2,2,3,3,1,2,1,2,3,2,2,2,2,1,2,1,1,3,3,4,2,2,2,2,2,2,1,1,2,2,1,5,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,-1,-1,-1,-1,1,1,-1,1,2,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
472561,0.7655,61,High school or less,White,Male,$40-75k,sporadic,1,2,1,1,2,1,1,2,1,3,4,4,2,1,2,3,2,1,3,2,2,3,1,3,2,1,2,2,3,3,2,3,1,3,2,4,3,4,1,1,2,2,2,2,2,2,2,2,1,5,1,1,2,4,4,2,2,2,2,2,2,2,2,2,2,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,1,3,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
472563,1.0505,31,College,White,Female,$75-125k,sporadic,1,3,2,1,1,1,1,1,4,4,2,2,1,2,4,3,3,2,2,4,2,2,1,1,2,1,2,2,4,2,2,4,2,3,2,3,1,3,2,2,2,2,2,2,1,2,2,2,1,4,1,2,1,2,2,1,2,1,2,2,2,2,1,1,1,-1,-1,1,-1,-1,1,1,1,1,-1,1,1,-1,1,1,2,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
472564,0.6527,45,College,Black,Female,Less than $40k,sporadic,1,1,3,3,1,4,2,1,3,3,2,2,3,2,2,1,2,3,3,4,4,4,1,4,1,3,3,3,3,3,3,3,3,3,2,3,4,3,1,1,1,2,2,2,2,2,1,2,5,1,1,3,3,4,3,2,2,2,2,2,2,2,2,2,2,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,1,-1,2,2,2,1,1,1,2,2,2,2,1,1,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
472566,1.011,31,High school or less,Hispanic,Male,Less than $40k,always,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,2,-1,-1,-1,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
472567,1.0583,59,College,White,Male,$125k or more,sporadic,1,1,1,2,1,1,1,1,1,1,4,4,1,1,1,3,1,1,2,1,2,2,1,3,2,2,4,2,3,3,2,4,1,1,1,4,4,4,2,2,2,2,2,2,1,2,2,2,1,5,1,1,2,3,4,2,2,2,2,2,2,2,2,2,2,1,1,1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,3,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
472568,1.3467,50,High school or less,Hispanic,Female,$125k or more,sporadic,1,1,1,1,2,1,1,1,1,1,3,4,1,1,3,4,1,2,2,4,2,3,1,2,1,2,2,2,2,2,1,4,1,2,1,3,4,4,2,2,2,2,2,2,1,2,2,2,1,4,2,2,1,3,4,2,2,2,2,2,2,2,2,2,2,-1,1,1,1,-1,1,-1,-1,-1,-1,1,1,-1,1,2,2,1,1,1,2,1,2,1,1,0,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
472570,0.5771,43,College,Black,Male,$75-125k,always,1,1,3,3,1,1,1,1,1,1,1,1,3,1,3,2,3,3,3,3,3,2,1,3,1,4,3,2,2,3,3,3,3,1,2,3,4,4,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,3,2,1,2,1,2,2,2,1,2,2,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,-1,2,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
472571,1.073,39,College,White,Male,$125k or more,sporadic,-1,1,1,1,1,1,1,1,1,2,4,4,1,1,4,4,1,1,1,4,4,1,1,2,1,1,2,1,3,3,1,4,1,2,2,3,4,3,2,2,2,2,2,2,2,2,2,2,1,5,1,1,3,4,4,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,1,2,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
472573,0.6159,37,College,Black,Male,Less than $40k,Never,1,2,1,2,1,1,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,3,1,3,3,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,-1,-1,1,-1,-1,-1,1,-1,-1,-1,2,3,6,3,1,4,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
472576,1.1953,39,High school or less,White,Male,Less than $40k,sporadic,1,1,2,1,1,1,1,1,2,2,2,3,2,1,1,2,1,2,3,3,2,2,1,4,1,3,3,-1,2,3,3,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,-1,-1,1,2,2,3,3,2,2,2,2,2,2,2,2,2,2,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,3,3,2,1,2,1,2,1,2,1,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
472577,0.5083,35,College,Black,Male,$40-75k,Never,1,1,1,4,1,4,2,1,1,1,1,1,3,1,1,2,1,1,1,2,1,1,1,4,1,4,4,4,3,4,4,4,4,1,1,3,4,4,2,2,2,2,2,2,2,1,1,2,5,1,3,3,3,4,4,1,1,1,1,2,2,1,1,1,1,-1,1,1,1,-1,-1,1,-1,1,-1,1,1,-1,2,2,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
472578,1.0267,62,College,White,Female,$125k or more,sporadic,1,2,1,1,1,1,1,1,1,2,1,3,3,2,2,2,2,2,2,3,2,3,1,3,1,3,4,2,3,2,2,4,2,2,2,2,3,3,2,2,2,2,2,2,1,2,2,2,1,4,1,2,3,3,3,2,2,2,2,2,2,2,2,2,2,-1,1,1,-1,-1,1,-1,-1,1,-1,1,1,-1,3,3,2,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
472579,1.0547,42,College,White,Male,$75-125k,sporadic,2,3,2,4,2,4,3,1,4,1,2,1,2,2,3,2,2,2,2,2,2,2,1,2,1,2,2,1,1,3,1,2,3,1,1,3,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,3,2,2,2,2,2,2,2,2,2,2,-1,1,1,1,1,-1,1,-1,1,-1,1,1,-1,2,1,2,1,1,1,1,1,2,1,0,1,1,0,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
472580,0.5189,50,College,Hispanic,Male,$75-125k,Never,1,1,2,1,1,1,1,1,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,3,1,3,2,2,2,3,2,2,2,2,2,3,3,3,1,1,1,2,2,2,2,2,1,2,2,1,2,2,1,2,3,2,1,1,2,2,2,1,2,2,2,-1,1,-1,-1,-1,-1,-1,1,-1,1,1,3,-1,2,4,2,4,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,1
472581,1.1891,29,College,White,Female,$40-75k,always,1,2,2,1,1,1,1,1,1,3,3,4,1,1,2,4,3,2,3,4,4,3,1,3,1,2,4,2,4,4,4,4,1,3,1,1,4,4,2,2,2,2,2,2,1,1,2,2,1,4,1,1,2,4,3,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,3,2,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
472582,1.0537,40,College,Mixed,Female,$125k or more,Never,1,2,2,4,3,4,2,1,4,1,1,1,4,2,3,3,3,2,2,3,3,3,2,3,1,4,3,2,2,2,3,3,4,2,2,2,4,4,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,2,3,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
472583,0.4719,66,College,Black,Female,Less than $40k,sporadic,1,2,2,1,1,1,1,1,1,4,2,3,3,1,2,3,2,2,2,3,3,1,1,2,1,2,4,3,3,3,3,4,2,1,2,4,3,4,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,3,-1,3,3,2,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
472584,0.8314,78,College,White,Female,$75-125k,always,1,1,1,2,1,2,2,1,4,1,1,1,4,4,4,1,1,2,1,1,3,2,1,3,1,4,2,3,1,1,2,1,3,3,1,1,4,4,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,1,3,1,2,2,2,2,2,2,2,2,2,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,-1,2,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
472585,1.3378,59,College,White,Female,$75-125k,always,1,2,2,3,1,1,1,2,2,3,3,3,2,2,2,2,2,2,3,3,3,2,1,3,1,4,3,2,1,2,2,2,2,1,1,3,3,4,2,2,2,2,2,2,1,2,2,2,4,1,1,1,1,2,3,2,2,2,2,2,2,2,2,2,2,1,-1,-1,1,1,1,1,1,1,-1,1,1,-1,2,2,2,1,2,1,2,1,2,1,1,1,1,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
472587,0.4136,47,College,Hispanic,Male,$125k or more,sporadic,1,1,1,4,1,4,4,1,4,1,1,1,4,2,1,1,1,1,1,1,1,1,1,3,1,2,4,4,4,3,2,2,4,3,2,2,4,4,2,2,2,2,2,2,1,1,2,2,5,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,-1,-1,1,1,-1,1,1,1,1,-1,1,1,-1,2,2,1,1,2,2,2,2,2,2,1,1,1,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
472589,1.445,44,High school or less,Hispanic,Female,Less than $40k,sporadic,1,2,2,4,1,2,2,1,4,3,2,2,3,2,3,2,3,3,4,3,3,4,1,4,1,2,2,2,2,2,2,2,2,1,-1,3,3,4,2,2,2,2,1,2,1,2,1,2,2,1,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,3,3,2,1,-1,-1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
472590,1.2621,41,High school or less,White,Female,Less than $40k,Never,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,4,3,1,2,1,2,2,1,2,2,2,2,2,2,2,3,3,2,2,2,1,2,2,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,1,-1,3,1,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
472591,1.1166,58,College,White,Female,Less than $40k,sporadic,1,1,3,1,1,1,1,1,1,2,2,4,4,1,3,2,1,1,1,3,2,1,1,3,1,2,3,3,2,3,2,3,1,1,2,2,3,3,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,3,4,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,-1,1,2,3,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
472592,0.9067,82,College,White,Male,$40-75k,sporadic,1,1,2,2,1,1,1,2,1,2,2,3,2,2,2,2,2,3,2,3,3,2,1,3,1,2,2,2,2,3,2,3,2,2,1,3,3,4,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,1,-1,1,2,2,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
472593,1.1653,65,College,White,Male,$125k or more,sporadic,1,1,1,2,1,1,1,1,1,1,2,2,4,3,3,2,4,3,3,3,2,3,1,2,1,4,2,1,2,2,2,2,3,1,1,3,3,4,2,2,2,2,2,2,1,2,2,2,3,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,-1,1,1,1,1,1,1,-1,-1,1,1,-1,2,1,1,1,2,1,2,1,2,1,1,0,0,0,0,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
